,City,Country,Lat,Lon,MaxTemp,MinTemp,Humidity,Cloudniness,Wind Speed,Current Description
1042,Lata,PT,40.1629,-8.3327,59.22,59.22,95,0,2.13,clear sky
1043,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1044,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
1045,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
1046,Bilibino,RU,68.0546,166.4372,63.97,63.97,67,98,5.39,overcast clouds
1047,Kloulklubed,PW,7.0419,134.2556,73.9,73.9,65,74,3.47,broken clouds
1048,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1049,Saint Paul Harbor,US,57.79,-152.4072,58.51,58.51,88,100,6.91,overcast clouds
1050,Nanortalik,GL,60.1432,-45.2371,43.63,43.63,91,28,7.16,scattered clouds
1051,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
1052,Port Macquarie,AU,-31.4333,152.9167,56.89,56.89,70,100,7.27,overcast clouds
1053,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1054,Bulancak,TR,40.9372,38.2291,76.82,76.82,69,75,5.75,broken clouds
1055,Merauke,ID,-8.4667,140.3333,80.58,80.58,70,41,13.65,scattered clouds
1056,Altay,CN,47.8667,88.1167,73.45,73.45,34,83,1.57,broken clouds
1057,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1058,Ginda,IN,30.6945,78.4932,64.27,64.27,68,0,3.69,clear sky
1059,Puerto Colombia,CO,10.9878,-74.9547,82.49,82.49,87,100,9.98,overcast clouds
1060,Carnarvon,AU,-24.8667,113.6333,63.54,63.54,30,0,19.89,clear sky
1061,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1062,Sibolga,ID,1.7427,98.7792,79.29,79.29,65,38,2.75,scattered clouds
1063,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1064,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1065,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1066,Kavaratti,IN,10.5669,72.642,80.98,80.98,83,100,19.24,overcast clouds
1067,Tura,IN,25.5198,90.2201,76.14,76.14,88,19,4.68,few clouds
1068,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
1069,Upernavik,GL,72.7868,-56.1549,41.83,41.83,81,100,9.04,overcast clouds
1070,Çay,TR,38.5917,31.0286,62.94,62.94,76,0,3.0,clear sky
1071,Alcains,PT,39.9164,-7.4566,63.68,63.68,67,0,2.86,clear sky
1072,Hasaki,JP,35.7333,140.8333,91.29,88.2,74,20,24.07,few clouds
1073,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
1074,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1075,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
1076,Birao,CF,10.2849,22.7882,70.12,70.12,99,100,4.12,overcast clouds
1077,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
1078,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1079,Moussoro,TD,13.6408,16.4901,83.16,83.16,58,100,12.28,light rain
1080,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
1081,Ishigaki,JP,24.3448,124.1572,87.93,87.93,74,40,2.3,scattered clouds
1082,Massaguet,TD,12.4755,15.4365,79.32,79.32,70,100,11.79,overcast clouds
1083,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1084,Adrar,MR,20.5022,-10.0711,91.72,91.72,35,1,5.68,clear sky
1085,Lorengau,PG,-2.0226,147.2712,82.35,82.35,76,100,4.76,light rain
1086,Ponta do Sol,PT,32.6667,-17.1,70.72,67.12,75,20,0.92,few clouds
1087,Deputatsky,RU,69.3,139.9,46.44,46.44,81,100,3.78,overcast clouds
1088,Caravelas,BR,-17.7125,-39.2481,72.84,72.84,69,12,10.74,few clouds
1089,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1090,Sarangani,PH,5.4033,125.4636,82.78,82.78,72,7,4.99,clear sky
1091,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
1092,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1094,Saint-Philippe,RE,-21.3585,55.7679,64.22,61.11,84,15,11.01,light rain
1095,Hambantota,LK,6.1241,81.1185,77.34,77.34,100,20,9.22,few clouds
1096,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1097,Geraldton,AU,-28.7667,114.6,55.81,55.81,58,0,25.32,clear sky
1098,Tiksi,RU,71.6872,128.8694,39.72,39.72,90,100,8.46,overcast clouds
1099,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1100,Jinchang,CN,38.4953,102.1739,80.82,80.82,59,2,2.73,clear sky
1101,Vao,NC,-22.6667,167.4833,68.45,68.45,59,2,19.13,clear sky
1102,Nouadhibou,MR,20.931,-17.0347,71.58,71.58,83,8,20.71,clear sky
1103,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1104,Jumilla,ES,38.4792,-1.325,72.52,72.52,49,0,3.29,clear sky
1105,Porosozero,RU,62.7191,32.727,54.07,54.07,97,60,5.41,broken clouds
1106,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
1108,Mahon,ES,39.8885,4.2658,79.36,79.36,73,0,4.61,clear sky
1109,Copiapó,CL,-27.3667,-70.3333,51.49,51.49,67,100,1.74,overcast clouds
1110,Bandarbeyla,SO,9.4942,50.8122,77.11,77.11,71,85,26.64,overcast clouds
1111,Chui,UY,-33.6971,-53.4616,51.3,51.3,91,16,6.17,few clouds
1113,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1114,Lüderitz,NA,-26.6481,15.1594,55.26,55.26,88,1,8.19,clear sky
1115,Hobyo,SO,5.3505,48.5268,75.72,75.72,74,66,20.62,broken clouds
1116,Touros,BR,-5.1989,-35.4608,74.57,74.57,85,60,9.73,broken clouds
1117,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1118,Upernavik,GL,72.7868,-56.1549,41.83,41.83,81,100,9.04,overcast clouds
1120,Kem',RU,64.9555,34.5793,56.66,56.66,69,100,15.1,overcast clouds
1121,Mayumba,GA,-3.432,10.6554,68.83,68.83,94,100,3.51,overcast clouds
1122,Vlorë,AL,40.4667,19.4897,73.29,73.29,65,64,4.56,broken clouds
1123,Hobart,AU,-42.8794,147.3294,53.26,49.86,77,20,4.61,few clouds
1124,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1125,Cartagena,CO,10.3997,-75.5144,82.02,82.02,89,75,12.66,drizzle
1126,Aswān,EG,24.0934,32.907,90.7,90.7,22,0,8.05,clear sky
1127,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
1128,Nador,MA,35.174,-2.9287,79.05,78.87,83,0,1.14,clear sky
1129,Zhangaözen,KZ,43.3,52.8,76.95,76.95,28,0,8.66,clear sky
1130,Lincoln,US,40.8,-96.667,93.13,85.8,39,0,10.36,clear sky
1131,Mahébourg,MU,-20.4081,57.7,69.26,64.69,94,40,12.66,scattered clouds
1132,Yellowknife,CA,62.456,-114.3525,64.92,64.92,42,40,9.22,scattered clouds
1133,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1134,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
1135,Butaritari,KI,3.0707,172.7902,82.09,82.09,75,27,13.2,scattered clouds
1136,Chernenko,RU,44.365,39.3103,67.48,67.48,96,61,1.95,broken clouds
1137,Río Gallegos,AR,-51.6226,-69.2181,32.05,32.05,93,0,5.75,clear sky
1138,Makīnsk,KZ,52.6292,70.4169,62.15,62.15,79,0,2.1,clear sky
1139,Pangai,TO,-19.8,-174.35,80.71,80.71,65,75,8.05,broken clouds
1140,Thompson,CA,55.7435,-97.8558,77.16,77.16,44,75,13.8,broken clouds
1141,Avarua,CK,-21.2078,-159.775,78.85,78.85,73,75,13.8,broken clouds
1142,Cidreira,BR,-30.1811,-50.2056,59.76,59.76,85,0,11.45,clear sky
1143,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1144,Am Timan,TD,11.0297,20.2827,70.86,70.86,97,100,1.83,moderate rain
1145,New Norfolk,AU,-42.7826,147.0587,52.92,49.5,72,100,1.72,overcast clouds
1146,Ambulu,ID,-8.345,113.6058,79.5,79.5,80,9,1.83,clear sky
1147,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1148,Lebu,CL,-37.6167,-73.65,49.66,49.66,92,100,7.78,overcast clouds
1149,Avarua,CK,-21.2078,-159.775,78.85,78.85,73,75,13.8,broken clouds
1151,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1152,Hong Kong,HK,22.2855,114.1577,82.38,78.85,92,94,8.01,overcast clouds
1153,Dourbali,TD,11.8091,15.8632,77.5,77.5,76,100,8.95,overcast clouds
1154,Conde,BR,-7.2597,-34.9075,74.66,74.66,88,0,3.44,clear sky
1155,Rehli,IN,23.6333,79.0833,75.61,75.61,93,100,10.69,heavy intensity rain
1156,Kavieng,PG,-2.5744,150.7967,83.32,83.32,71,100,12.28,light rain
1157,Byron Bay,AU,-28.65,153.6167,65.95,63.72,68,100,9.08,overcast clouds
1158,Southbridge,US,42.0751,-72.0334,75.15,69.08,79,100,2.62,overcast clouds
1159,Baharly,TM,38.4362,57.4316,79.27,79.27,28,0,6.02,clear sky
1160,San Miguel de Cozumel,MX,20.5083,-86.9458,86.07,82.99,86,40,7.0,scattered clouds
1161,Avarua,CK,-21.2078,-159.775,78.85,78.85,73,75,13.8,broken clouds
1162,Namatanai,PG,-3.6667,152.4333,83.39,83.39,71,94,10.71,light rain
1163,Haines Junction,CA,60.7522,-137.5108,67.95,67.95,64,100,1.14,overcast clouds
1164,East London,ZA,-33.0153,27.9116,63.43,63.43,47,44,4.41,scattered clouds
1165,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1166,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1167,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
1168,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
1169,Hong Kong,HK,22.2855,114.1577,82.38,78.85,92,94,8.01,overcast clouds
1170,Medina Estates,GH,5.6823,-0.1641,75.16,75.16,94,75,11.5,broken clouds
1171,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
1172,East London,ZA,-33.0153,27.9116,63.43,63.43,47,44,4.41,scattered clouds
1173,Nouadhibou,MR,20.931,-17.0347,71.58,71.58,83,8,20.71,clear sky
1174,Sisimiut,GL,66.9395,-53.6735,40.55,40.55,90,54,6.08,broken clouds
1175,Severo-Kuril'sk,RU,50.6789,156.125,57.24,57.24,95,100,10.89,overcast clouds
1176,Ribeira Grande,PT,38.5167,-28.7,74.95,74.95,78,100,11.12,overcast clouds
1177,Thompson,CA,55.7435,-97.8558,77.16,77.16,44,75,13.8,broken clouds
1178,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
1179,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
1180,Ürümqi,CN,43.801,87.6005,72.55,72.55,60,0,4.47,clear sky
1181,Sovetskaya Gavan',RU,48.9723,140.2878,60.4,60.4,95,100,3.06,overcast clouds
1182,Saskylakh,RU,71.9167,114.0833,45.14,45.14,61,100,8.55,overcast clouds
1183,Pevek,RU,69.7008,170.3133,36.63,36.63,91,93,7.76,overcast clouds
1185,Sakakah,SA,29.9697,40.2064,90.97,90.97,27,0,9.04,clear sky
1186,Rome,US,43.2128,-75.4557,69.94,62.69,74,75,5.75,broken clouds
1187,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1188,Saint-Philippe,RE,-21.3585,55.7679,64.22,61.11,84,15,11.01,light rain
1189,Stokmarknes,NO,68.5646,14.9108,49.98,49.98,81,100,20.71,overcast clouds
1190,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
1191,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
1192,Puteyets,RU,65.1716,57.091,52.99,52.99,87,100,7.09,light rain
1193,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1194,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1195,Lorengau,PG,-2.0226,147.2712,82.35,82.35,76,100,4.76,light rain
1196,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1197,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1198,Saskylakh,RU,71.9167,114.0833,45.14,45.14,61,100,8.55,overcast clouds
1199,Sítio Novo do Tocantins,BR,-5.5183,-47.4611,77.2,77.2,39,0,3.49,clear sky
1200,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1201,Asău,RO,46.4333,26.4,60.28,59.92,78,0,5.1,clear sky
1202,Ribeira Grande,PT,38.5167,-28.7,74.95,74.95,78,100,11.12,overcast clouds
1203,Saskylakh,RU,71.9167,114.0833,45.14,45.14,61,100,8.55,overcast clouds
1204,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1205,Butaritari,KI,3.0707,172.7902,82.09,82.09,75,27,13.2,scattered clouds
1206,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1207,Lebu,CL,-37.6167,-73.65,49.66,49.66,92,100,7.78,overcast clouds
1208,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1209,Berlevåg,NO,70.8578,29.0864,51.75,50.0,76,100,42.57,overcast clouds
1210,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1211,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1213,New Norfolk,AU,-42.7826,147.0587,52.92,49.5,72,100,1.72,overcast clouds
1214,Barrow,US,71.2906,-156.7887,46.42,46.42,93,100,19.57,mist
1215,Tāttayyangārpettai,IN,11.1333,78.45,79.95,79.95,74,86,9.19,overcast clouds
1216,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1217,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1218,Rawlins,US,41.7911,-107.2387,71.49,71.49,40,75,31.07,broken clouds
1219,Rio Tuba,PH,8.5061,117.4317,83.77,83.77,73,99,7.36,overcast clouds
1220,Goundam,ML,16.4145,-3.6708,92.53,92.53,42,90,12.5,overcast clouds
1221,Cayenne,GF,4.9333,-52.3333,83.08,78.84,1,0,1.99,clear sky
1222,Herat Province,AF,34.5,62.0,68.7,68.7,28,0,23.02,clear sky
1223,Souillac,MU,-20.5167,57.5167,64.78,64.78,94,40,12.66,light rain
1224,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
1225,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1226,Saint George,US,37.1041,-113.5841,88.25,85.62,47,0,4.61,clear sky
1227,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
1228,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1229,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1232,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1233,Kupang,ID,-10.1667,123.5833,84.6,84.6,60,12,10.18,few clouds
1234,Port Lincoln,AU,-34.7333,135.8667,56.86,56.86,71,34,19.35,scattered clouds
1235,Leningradskiy,RU,69.3833,178.4167,48.78,48.78,76,100,3.83,overcast clouds
1236,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1237,Faya,SA,18.3851,42.4509,66.72,66.72,73,98,3.62,overcast clouds
1238,Maniitsoq,GL,65.4167,-52.9,41.74,41.74,89,86,0.29,overcast clouds
1239,Port Hedland,AU,-20.3167,118.5667,69.85,69.85,28,100,23.02,overcast clouds
1241,Lebu,CL,-37.6167,-73.65,49.66,49.66,92,100,7.78,overcast clouds
1242,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1243,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
1244,Bobo-Dioulasso,BF,11.1771,-4.2979,75.65,75.65,88,0,3.44,clear sky
1245,Sikonge,TZ,-5.6333,32.7667,64.63,64.63,60,71,8.01,broken clouds
1246,Coalinga,US,36.1397,-120.3602,97.05,95.04,26,19,1.63,few clouds
1247,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
1248,New Norfolk,AU,-42.7826,147.0587,52.92,49.5,72,100,1.72,overcast clouds
1249,Madang,PG,-5.2246,145.7966,77.63,77.63,91,100,2.86,overcast clouds
1251,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
1252,Pandan,PH,14.0453,124.1694,84.0,84.0,76,100,1.16,overcast clouds
1253,Impalutao,PH,8.2578,125.0275,78.53,78.53,72,37,0.4,scattered clouds
1255,Atchison,US,39.563,-95.1216,86.14,80.83,61,11,2.62,few clouds
1256,Saint-Philippe,RE,-21.3585,55.7679,64.22,61.11,84,15,11.01,light rain
1257,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
1258,Barrow,US,71.2906,-156.7887,46.42,46.42,93,100,19.57,mist
1259,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1260,Sinnamary,GF,5.3833,-52.95,79.11,79.11,80,60,6.58,broken clouds
1261,Puerto Carreño,CO,6.189,-67.4859,77.99,77.99,86,99,2.64,overcast clouds
1262,Bastrop,US,32.7562,-91.8724,89.28,82.71,79,1,3.42,clear sky
1263,Alofi,NU,-19.0595,-169.9187,80.49,80.49,74,40,12.66,scattered clouds
1264,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1265,Port Elizabeth,ZA,-33.918,25.5701,57.49,56.1,96,0,9.22,clear sky
1266,San Cristobal,VE,7.7669,-72.225,77.18,77.18,97,99,2.95,overcast clouds
1267,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1268,Aklavik,CA,68.2191,-135.0107,69.87,69.87,35,59,13.09,broken clouds
1269,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1270,Arraial do Cabo,BR,-22.9661,-42.0278,67.86,67.86,75,10,15.48,clear sky
1271,Tessalit,ML,20.1986,1.0114,96.13,96.13,24,98,6.71,overcast clouds
1272,Lewistown,US,40.5992,-77.5714,77.74,69.64,41,0,8.05,clear sky
1273,Saint-Augustin,CA,51.226,-58.6502,61.66,61.66,95,100,13.62,overcast clouds
1275,Khuzhir,RU,53.1939,107.3397,56.93,56.93,83,0,0.96,clear sky
1276,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
1277,Nikolskoye,RU,59.7035,30.7861,64.29,58.78,83,100,6.76,overcast clouds
1278,Shabo,UA,46.1326,30.386,72.9,72.9,66,47,12.39,scattered clouds
1279,Edd,ER,13.9297,41.6925,82.31,82.31,85,100,19.28,moderate rain
1280,Puerto Guzmán,CO,0.9703,-76.5858,70.75,70.75,95,95,1.9,overcast clouds
1281,Indianola,US,41.3581,-93.5574,84.69,76.71,69,56,16.31,broken clouds
1282,Skjervøy,NO,70.0311,20.9714,51.8,51.8,81,100,39.06,overcast clouds
1284,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1285,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1286,Ilulissat,GL,69.2167,-51.1,41.02,41.02,93,100,3.44,overcast clouds
1288,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1289,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,57.78,94,75,8.95,broken clouds
1290,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
1291,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1292,Rāvar,IR,31.2656,56.8055,70.25,70.25,28,0,5.26,clear sky
1293,Ribeira Grande,PT,38.5167,-28.7,74.95,74.95,78,100,11.12,overcast clouds
1294,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1295,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1296,Saint-Philippe,RE,-21.3585,55.7679,64.22,61.11,84,15,11.01,light rain
1297,Hofn,IS,64.2539,-15.2082,51.01,51.01,86,71,8.12,moderate rain
1298,Ibirama,BR,-27.0569,-49.5178,56.66,56.66,97,38,2.01,scattered clouds
1300,Ribeira Grande,PT,38.5167,-28.7,74.95,74.95,78,100,11.12,overcast clouds
1301,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
1302,Hithadhoo,MV,-0.6,73.0833,82.22,82.22,73,40,9.71,scattered clouds
1303,Pahrump,US,36.2083,-115.9839,100.45,90.32,23,1,5.99,clear sky
1304,New Norfolk,AU,-42.7826,147.0587,52.92,49.5,72,100,1.72,overcast clouds
1305,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
1307,Ola,RU,59.5833,151.2833,66.15,66.15,81,97,5.68,overcast clouds
1308,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1309,Izumo,JP,35.3667,132.7667,89.49,87.75,70,40,5.75,scattered clouds
1310,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1312,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1313,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1314,São Filipe,CV,14.8961,-24.4956,78.22,78.22,79,96,11.01,overcast clouds
1315,Sakakah,SA,29.9697,40.2064,90.97,90.97,27,0,9.04,clear sky
1316,Bambous Virieux,MU,-20.3428,57.7575,69.22,64.65,94,40,12.66,light rain
1317,Tabou,CI,4.423,-7.3528,75.34,75.34,80,99,8.52,overcast clouds
1318,Santa Isabel Rio Negro,BR,-0.4139,-65.0192,77.97,77.97,79,66,2.84,broken clouds
1319,Chalakudi,IN,10.304,76.3361,76.91,76.91,94,75,3.44,mist
1320,Barrow,US,71.2906,-156.7887,46.42,46.42,93,100,19.57,mist
1321,East London,ZA,-33.0153,27.9116,63.43,63.43,47,44,4.41,scattered clouds
1322,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1323,Sandwick,GB,60.0,-1.25,53.42,53.42,87,100,2.3,overcast clouds
1324,Tiksi,RU,71.6872,128.8694,39.72,39.72,90,100,8.46,overcast clouds
1325,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1326,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1328,Røros,NO,62.5747,11.3842,51.64,51.64,93,100,2.3,overcast clouds
1329,Iqaluit,CA,63.7506,-68.5145,49.73,49.73,71,20,9.22,few clouds
1330,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
1331,Ararat,AM,39.8317,44.7049,77.34,77.34,57,0,5.82,clear sky
1332,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
1333,Bethel,US,41.3712,-73.414,79.63,72.57,69,100,4.52,overcast clouds
1334,Lakes Entrance,AU,-37.8811,147.981,59.81,59.81,52,54,3.22,broken clouds
1335,Walla Walla,US,46.0646,-118.343,92.86,89.04,33,0,0.0,clear sky
1336,Makakilo City,US,21.3469,-158.0858,86.32,81.99,53,40,18.41,scattered clouds
1337,Vila Velha,BR,-20.3297,-40.2925,71.55,70.95,77,0,12.66,clear sky
1338,Yellowknife,CA,62.456,-114.3525,64.92,64.92,42,40,9.22,scattered clouds
1339,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1340,Río Gallegos,AR,-51.6226,-69.2181,32.05,32.05,93,0,5.75,clear sky
1341,Salinópolis,BR,-0.6136,-47.3561,78.64,78.64,83,65,11.01,broken clouds
1342,Souillac,MU,-20.5167,57.5167,64.78,64.78,94,40,12.66,light rain
1343,Esperance,AU,-33.8667,121.9,54.88,54.88,65,84,7.25,broken clouds
1344,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1345,Itaituba,BR,-4.2761,-55.9836,79.18,79.18,48,100,1.07,overcast clouds
1346,Ribeira Grande,PT,38.5167,-28.7,74.95,74.95,78,100,11.12,overcast clouds
1347,Fécamp,FR,49.7579,0.3746,70.68,69.51,43,0,8.14,clear sky
1348,Lebu,CL,-37.6167,-73.65,49.66,49.66,92,100,7.78,overcast clouds
1349,Arman',RU,59.7,150.1667,66.02,66.02,82,99,5.57,overcast clouds
1350,Ilulissat,GL,69.2167,-51.1,41.02,41.02,93,100,3.44,overcast clouds
1351,Massakory,TD,12.996,15.7293,80.02,80.02,69,100,14.47,overcast clouds
1352,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1353,Navalcarnero,ES,40.2891,-4.012,85.21,77.38,45,0,5.19,clear sky
1354,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
1355,San Cristobal,VE,7.7669,-72.225,77.18,77.18,97,99,2.95,overcast clouds
1356,Amalāpuram,IN,16.5833,82.0167,78.03,78.03,86,99,6.69,overcast clouds
1357,Ostrovnoy,RU,68.0531,39.5131,51.13,51.13,82,26,17.54,scattered clouds
1358,Inhambane,MZ,-23.865,35.3833,67.19,67.19,79,0,7.47,clear sky
1359,Vostok,RU,46.4856,135.8833,63.79,63.79,83,11,5.28,few clouds
1360,Pevek,RU,69.7008,170.3133,36.63,36.63,91,93,7.76,overcast clouds
1361,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
1362,São Filipe,CV,14.8961,-24.4956,78.22,78.22,79,96,11.01,overcast clouds
1363,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1364,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
1365,Sibu,MY,2.3,111.8167,79.11,78.13,88,40,2.3,scattered clouds
1366,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
1367,Longyearbyen,SJ,78.2186,15.6401,46.24,46.24,71,75,9.22,broken clouds
1368,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
1369,Umluj,SA,25.0213,37.2685,87.1,87.1,73,27,10.16,scattered clouds
1370,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1371,Nikolskoye,RU,59.7035,30.7861,64.29,58.78,83,100,6.76,overcast clouds
1372,Ribeira Grande,PT,38.5167,-28.7,74.95,74.95,78,100,11.12,overcast clouds
